Id,Name,"Generation Id","Evolves From Species ID","Evolution Chain ID","Color ID","Shape ID","Habitat ID","Gender Rate","Capture Rate","Base Happiness","Is Baby","Hatch Counter","Has Gender Differences","Growth Rate ID","Forms Switchable","Is Legendary","Is Mythical",Order
1012,Poltchageist,9,,539,5,1,,-1,120,0,0,50,0,1,0,0,0,1014
1013,Sinistcha,9,1012,539,5,1,,-1,60,0,0,50,0,1,0,0,0,1015
1014,Okidogi,9,,540,1,6,,-1,3,0,0,50,0,1,0,1,0,1016
1015,Munkidori,9,,541,1,12,,-1,3,0,0,50,0,1,0,1,0,1017
1016,Fezandipiti,9,,542,1,9,,-1,3,0,0,50,0,1,0,1,0,1018
1017,Ogerpon,9,,543,5,12,,-1,5,0,0,50,0,1,0,1,0,1019
1018,Archaludon,9,884,465,9,6,,4,10,50,0,30,0,2,0,0,0,1020
1019,Hydrapple,9,1011,442,5,11,,4,10,50,0,20,0,5,0,0,0,1021
1020,"Gouging Fire",9,,544,3,8,,-1,10,0,0,50,0,1,0,0,0,1022
1021,"Raging Bolt",9,,545,10,8,,-1,10,0,0,50,0,1,0,0,0,1023
1022,"Iron Boulder",9,,547,4,8,,-1,10,0,0,50,0,1,0,0,0,1024
1023,"Iron Crown",9,,546,2,8,,-1,10,0,0,50,0,1,0,0,0,1025
1024,Terapagos,9,,548,2,8,,-1,255,50,0,5,0,1,0,1,0,1026
1025,Pecharunt,9,,549,7,1,,-1,3,0,0,20,0,1,0,0,1,1027
